f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc35MPa = 53.73 MPa, ecc35MPa = 0.0074
f'cc42MPa = 61.26 MPa, ecc42MPa = 0.0066
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
1.011250e-02 1.456998e+04
1.012500e-02 1.456052e+04
1.013750e-02 1.455107e+04
1.015000e-02 1.454162e+04
1.016250e-02 1.453216e+04
1.017500e-02 1.452271e+04
1.018750e-02 1.451326e+04
1.020000e-02 1.450380e+04
1.021250e-02 1.449435e+04
1.022500e-02 1.448490e+04
1.023750e-02 1.447544e+04
1.025000e-02 1.446599e+04
1.026250e-02 1.445654e+04
1.027500e-02 1.444708e+04
1.028750e-02 1.443763e+04
1.030000e-02 1.442818e+04
1.031250e-02 1.441872e+04
1.032500e-02 1.440927e+04
1.033750e-02 1.439982e+04
1.035000e-02 1.439036e+04
1.036250e-02 1.438091e+04
