Displacement_mm,Axial_Force_N
3.215000e-04,5.002930e+06
3.220000e-04,5.010370e+06
3.225000e-04,5.017810e+06
3.230000e-04,5.025250e+06
3.235000e-04,5.032690e+06
3.240000e-04,5.040130e+06
3.245000e-04,5.047570e+06
3.250000e-04,5.055010e+06
3.255000e-04,5.062440e+06
3.260000e-04,5.069880e+06
3.265000e-04,5.077310e+06
3.270000e-04,5.084750e+06
3.275000e-04,5.092180e+06
3.280000e-04,5.099610e+06
3.285000e-04,5.107040e+06
3.290000e-04,5.114470e+06
3.295000e-04,5.121890e+06
3.300000e-04,5.129320e+06
3.305000e-04,5.136750e+06
3.310000e-04,5.144170e+06
3.315000e-04,5.151590e+06
3.320000e-04,5.159020e+06
3.325000e-04,5.166440e+06
3.330000e-04,5.173860e+06
3.335000e-04,5.181280e+06
3.340000e-04,5.188700e+06
3.345000e-04,5.196110e+06
3.350000e-04,5.203530e+06
3.355000e-04,5.210950e+06
3.360000e-04,5.218360e+06
3.365000e-04,5.225770e+06
3.370000e-04,5.233180e+06
3.375000e-04,5.240600e+06
3.380000e-04,5.248010e+06
3.385000e-04,5.255410e+06
3.390000e-04,5.262820e+06
3.395000e-04,5.270230e+06
3.400000e-04,5.277630e+06
3.405000e-04,5.285040e+06
3.410000e-04,5.292440e+06
3.415000e-04,5.299850e+06
3.420000e-04,5.307250e+06
3.425000e-04,5.314650e+06
3.430000e-04,5.322050e+06
3.435000e-04,5.329440e+06
3.440000e-04,5.336840e+06
3.445000e-04,5.344240e+06
3.450000e-04,5.351630e+06
3.455000e-04,5.359030e+06
3.460000e-04,5.366420e+06
3.465000e-04,5.373810e+06
3.470000e-04,5.381200e+06
3.475000e-04,5.388590e+06
3.480000e-04,5.395980e+06
3.485000e-04,5.403370e+06
3.490000e-04,5.410760e+06
3.495000e-04,5.418140e+06
3.500000e-04,5.425530e+06
3.505000e-04,5.432910e+06
3.510000e-04,5.440290e+06
3.515000e-04,5.447680e+06
3.520000e-04,5.455060e+06
3.525000e-04,5.462440e+06
3.530000e-04,5.469820e+06
