f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc35MPa = 53.73 MPa, ecc35MPa = 0.0074
f'cc42MPa = 61.26 MPa, ecc42MPa = 0.0066
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
6.112500e-03 1.827124e+04
6.125000e-03 1.827507e+04
6.137500e-03 1.827881e+04
6.150000e-03 1.828245e+04
6.162500e-03 1.828599e+04
6.175000e-03 1.828943e+04
6.187500e-03 1.829278e+04
6.200000e-03 1.829602e+04
6.212500e-03 1.829916e+04
6.225000e-03 1.830220e+04
6.237500e-03 1.830515e+04
6.250000e-03 1.830799e+04
6.262500e-03 1.831073e+04
6.275000e-03 1.831338e+04
6.287500e-03 1.831592e+04
6.300000e-03 1.831837e+04
6.312500e-03 1.832072e+04
6.325000e-03 1.832296e+04
6.337500e-03 1.832511e+04
6.350000e-03 1.832716e+04
6.362500e-03 1.832911e+04
6.375000e-03 1.833096e+04
6.387500e-03 1.833271e+04
6.400000e-03 1.833436e+04
6.412500e-03 1.833591e+04
6.425000e-03 1.833736e+04
6.437500e-03 1.833872e+04
6.450000e-03 1.833997e+04
6.462500e-03 1.834112e+04
6.475000e-03 1.834218e+04
6.487500e-03 1.834313e+04
6.500000e-03 1.834399e+04
6.512500e-03 1.834474e+04
6.525000e-03 1.834540e+04
6.537500e-03 1.834596e+04
6.550000e-03 1.834641e+04
6.562500e-03 1.834677e+04
6.575000e-03 1.834703e+04
6.587500e-03 1.834612e+04
6.600000e-03 1.832984e+04
6.612500e-03 1.831355e+04
6.625000e-03 1.829727e+04
6.637500e-03 1.828098e+04
6.650000e-03 1.826469e+04
6.662500e-03 1.824841e+04
6.675000e-03 1.823212e+04
6.687500e-03 1.821584e+04
6.700000e-03 1.819955e+04
6.712500e-03 1.818326e+04
6.725000e-03 1.816698e+04
6.737500e-03 1.815069e+04
6.750000e-03 1.813441e+04
6.762500e-03 1.811812e+04
6.775000e-03 1.810183e+04
6.787500e-03 1.808555e+04
6.800000e-03 1.806926e+04
6.812500e-03 1.805297e+04
6.825000e-03 1.803669e+04
6.837500e-03 1.802040e+04
6.850000e-03 1.800412e+04
6.862500e-03 1.798783e+04
6.875000e-03 1.797154e+04
6.887500e-03 1.795526e+04
6.900000e-03 1.793897e+04
6.912500e-03 1.792268e+04
6.925000e-03 1.790640e+04
6.937500e-03 1.789011e+04
6.950000e-03 1.787382e+04
6.962500e-03 1.785754e+04
6.975000e-03 1.784125e+04
6.987500e-03 1.782496e+04
7.000000e-03 1.780868e+04
7.012500e-03 1.779239e+04
7.025000e-03 1.777611e+04
7.037500e-03 1.775982e+04
7.050000e-03 1.774353e+04
7.062500e-03 1.772725e+04
7.075000e-03 1.771096e+04
7.087500e-03 1.769467e+04
7.100000e-03 1.767839e+04
7.112500e-03 1.766210e+04
