f'cc28MPa = 46.01 MPa, ecc28MPa = 0.0084
f'cc70MPa = 90.47 MPa, ecc70MPa = 0.0049
Axial_Strain Axial_Load(kN)
8.550000e-03 1.907767e+04
8.562500e-03 1.905756e+04
8.575000e-03 1.903745e+04
8.587500e-03 1.901734e+04
8.600000e-03 1.899723e+04
8.612500e-03 1.897712e+04
8.625000e-03 1.895701e+04
8.637500e-03 1.893690e+04
8.650000e-03 1.891679e+04
8.662500e-03 1.889668e+04
8.675000e-03 1.887657e+04
8.687500e-03 1.885646e+04
8.700000e-03 1.883635e+04
8.712500e-03 1.881624e+04
8.725000e-03 1.879613e+04
8.737500e-03 1.877602e+04
8.750000e-03 1.875591e+04
8.762500e-03 1.873580e+04
8.775000e-03 1.871569e+04
8.787500e-03 1.869558e+04
8.800000e-03 1.867547e+04
8.812500e-03 1.865536e+04
8.825000e-03 1.863525e+04
8.837500e-03 1.861514e+04
8.850000e-03 1.859503e+04
8.862500e-03 1.857492e+04
8.875000e-03 1.855481e+04
8.887500e-03 1.853470e+04
8.900000e-03 1.851459e+04
8.912500e-03 1.849448e+04
8.925000e-03 1.847437e+04
8.937500e-03 1.845426e+04
8.950000e-03 1.843415e+04
8.962500e-03 1.841404e+04
8.975000e-03 1.839393e+04
8.987500e-03 1.837382e+04
9.000000e-03 1.835371e+04
9.012500e-03 1.833360e+04
9.025000e-03 1.831349e+04
9.037500e-03 1.829339e+04
9.050000e-03 1.827328e+04
9.062500e-03 1.825317e+04
9.075000e-03 1.823306e+04
9.087500e-03 1.821295e+04
9.100000e-03 1.819284e+04
9.112500e-03 1.817273e+04
9.125000e-03 1.815262e+04
9.137500e-03 1.813251e+04
9.150000e-03 1.811240e+04
9.162500e-03 1.809229e+04
9.175000e-03 1.807218e+04
9.187500e-03 1.805207e+04
9.200000e-03 1.803196e+04
9.212500e-03 1.801185e+04
9.225000e-03 1.799174e+04
9.237500e-03 1.797163e+04
9.250000e-03 1.795152e+04
9.262500e-03 1.793141e+04
9.275000e-03 1.791130e+04
9.287500e-03 1.789119e+04
9.300000e-03 1.787108e+04
9.312500e-03 1.785097e+04
9.325000e-03 1.783086e+04
9.337500e-03 1.781075e+04
9.350000e-03 1.779064e+04
9.362500e-03 1.777053e+04
9.375000e-03 1.775042e+04
9.387500e-03 1.773031e+04
9.400000e-03 1.771020e+04
9.412500e-03 1.769009e+04
9.425000e-03 1.766998e+04
9.437500e-03 1.764987e+04
9.450000e-03 1.762976e+04
9.462500e-03 1.760965e+04
9.475000e-03 1.758955e+04
9.487500e-03 1.756944e+04
9.500000e-03 1.754933e+04
9.512500e-03 1.752922e+04
9.525000e-03 1.750911e+04
9.537500e-03 1.748900e+04
9.550000e-03 1.746889e+04
9.562500e-03 1.744878e+04
9.575000e-03 1.742867e+04
9.587500e-03 1.740856e+04
9.600000e-03 1.738845e+04
9.612500e-03 1.736834e+04
9.625000e-03 1.734823e+04
9.637500e-03 1.732812e+04
9.650000e-03 1.730801e+04
9.662500e-03 1.728790e+04
9.675000e-03 1.726779e+04
9.687500e-03 1.724768e+04
9.700000e-03 1.722757e+04
9.712500e-03 1.720746e+04
9.725000e-03 1.718735e+04
9.737500e-03 1.716724e+04
9.750000e-03 1.714713e+04
9.762500e-03 1.712702e+04
9.775000e-03 1.710691e+04
9.787500e-03 1.708680e+04
9.800000e-03 1.706670e+04
9.812500e-03 1.704659e+04
